Experiment,AUC_Mean,AUC_Std,Brier,Sensitivity,Specificity
ShortTerm_XGB_Mono,0.6545110887096774,0.0730090604984073,0.24394098820283755,0.675,0.6242038216560509
LongTerm_XGB_Mono,0.5852778751753155,0.053770972311904475,0.2677989884215784,0.6329113924050633,0.5546218487394958
