Experiment,AUC_Mean,AUC_Std,Brier,Sensitivity,Specificity,Best_Threshold
ShortTerm_LGBM,0.6522765456989248,0.032128246883945166,0.23590621242306353,0.6083333333333333,0.6560509554140128,0.4485347658446773
LongTerm_LGBM,0.6330184957924263,0.04719895665407281,0.24733364244608586,0.7721518987341772,0.46218487394957986,0.4313447348639631
