Experiment,AUC_Mean,AUC_Std,Brier,Sensitivity,Specificity,Best_Threshold
ShortTerm_CatBoost,0.609290994623656,0.03724074968793384,0.2717404493955977,0.4583333333333333,0.7261146496815287,0.5529889500336072
LongTerm_CatBoost,0.6242026794062646,0.03344796013049756,0.25909219665466693,0.5949367088607594,0.6722689075630253,0.6509323000475936
